id,company_name,establishment_name,ein,street_address,city,state,zip_code,naics_code,industry_description,annual_average_employees,total_hours_worked,no_injuries_illnesses,total_deaths,total_dafw_cases,total_djtr_cases,total_other_cases,total_dafw_days,total_djtr_days,total_injuries,total_poisonings,total_respiratory_conditions,total_skin_disorders,total_hearing_loss,total_other_illnesses,establishment_id,establishment_type,size,year_filing_for,created_timestamp,change_reason
789909.0,"Bulloch Fertilizer Co., Inc.","Bulloch Fertilizer Co., Inc.",,205 West Main Street,Statesboro,GA,30458.0,325314.0," Fertilizers, mixed, made in plants not manufacturing fertilizer materials ",18.0,37345.0,1.0,0.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,272486.0,1.0,2.0,2019.0,1/1/2020 13:47:25,
790536.0,Hyperion Catalysis International,Hyperion Catalysis International,942809431.0,38 Smith Place,Cambridge,MA,2138.0,325180.0, Carbon black manufacturing ,37.0,65551.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303245.0,1.0,2.0,2019.0,1/3/2020 15:53:56,
790956.0,Arkema Inc.,Arkema Inc. Houston Plant,230960890.0,2231 Haden Road,Houston,TX,77015.0,325199.0, Organo-inorganic compound manufacturing ,61.0,158391.0,1.0,0.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,64422.0,1.0,2.0,2019.0,1/6/2020 13:07:37,
791411.0,Dystar LP,Dystar LP Reidsville Plant,561929091.0,209 Watlington Industrial Drive,Reidsville ,NC,27320.0,325199.0, Organo-inorganic compound manufacturing ,45.0,96338.0,1.0,0.0,0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,233379.0,1.0,2.0,2019.0,1/6/2020 18:57:18,
791547.0,ERCO Worldwide,ERCO Worldwide Valdosta,,5700 Hunt Road,Valdosta,GA,31606.0,325180.0, Sodium chlorate manufacturing ,30.0,57787.0,1.0,0.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,54090.0,1.0,2.0,2019.0,1/6/2020 20:23:18,
791576.0,CF Industries,CF Industries Verdigris,731389685.0,6606 E 540 Rd. ,Claremore ,OK,74019.0,325311.0," Ammonia, anhydrous and aqueous, manufacturing ",200.0,413755.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136160.0,1.0,2.0,2019.0,1/6/2020 20:35:55,
791770.0,Arkema Inc. Axis Plant,"Axis, AL site",230960890.0,13755 Highway 43 N,Axis,AL,365054319.0,325199.0, Organo-inorganic compound manufacturing ,118.0,251326.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98279.0,1.0,2.0,2019.0,1/6/2020 22:32:06,
791904.0,Lonza,Mapleton,135665861.0,8316 W. Rt. 24,Mapleton,IL,61547.0,325199.0, Organo-inorganic compound manufacturing ,75.0,143936.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275635.0,1.0,2.0,2019.0,1/7/2020 13:59:13,
791938.0,Nutrien,New Madrid Coating operations,,p.o.box O 566 county hwy 406,marston,MO,63866.0,325311.0, Urea manufacturing ,20.0,35220.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433630.0,1.0,2.0,2019.0,1/7/2020 14:22:24,
792129.0,Optima Chemical Group LLC,Optima Chemical Group LLC,,200 Willacoochee Highway,Douglas,GA,31535.0,325199.0, Organo-inorganic compound manufacturing ,112.0,285432.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45338.0,1.0,2.0,2019.0,1/7/2020 15:28:42,
